dishID,dishname,prep_time,ingre_list,num_servings,nutri_guide,skills_needed,age_range,meal_type
,Cheesy Chili Con Carne Stuffed Bell Peppers Recipe,45,"1 tbsp cooking oil, 1 pc onion, chopped, 2 cloves garlic, chopped, 1/4 kg ground beef, 1 pc medium carrot, diced, 1 can red beans, drained, 2 tsp cayenne pepper, 1 tbsp brown sugar, 1 tbsp paprika, 1 pack (45g) Knorr Kaldereta Recipe Mix, 1 pc Knorr Beef Cube, 4 large bell peppers, 1 cup grated cheese",04-May,"Calories: 500, Protein: 30g, Carbs: 40g, Fats: 25g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Chorizo Rice with Mushroom and Egg Recipe,30,"4 tbsp cooking oil, 1 pc onion, chopped, 2 cloves garlic, minced, 3 pcs chorizo, sliced, 1 pc Knorr pork cube, 4 cups cooked rice, 1 cup sliced mushrooms, 2 pcs eggs, scrambled",04-May,"Calories: 400, Protein: 20g, Carbs: 60g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Appetizer
,Creamy Pork Adobo Recipe,60,"2 tbsp cooking oil, 1 pc onion, chopped, 2 cloves garlic, chopped, 750 g liempo, sliced, Ω cup water, ? cup soy sauce, Ω cup evaporated milk, 1 pc Knorr Pork Cube, ? cup vinegar, hardboiled eggs and toasted garlic, for garnish",04-May,"Calories: 600, Protein: 40g, Carbs: 20g, Fats: 40g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Grilled Pork Skewers with Green Chili Recipe,60,"400 g pork kasim, sliced into thin strips, 2 garlic cloves, minced, 2 pcs large green chili, sliced, 2 tbsp coriander roots and stems, chopped, Ω tsp white ground pepper, 2 tbsp fish sauce, 1 tbsp soy sauce, 1 pack Knorr Ginataang Gulay Recipe Mix, dissolved in 1 cup water, 1 tbsp sugar, 1 tbsp vegetable oil, barbecue sticks or skewer",04-May,"Calories: 450, Protein: 30g, Carbs: 20g, Fats: 25g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Pork and Chorizo Salpicado Recipe,40,"Ω kg pork liempo, cut into strips, 2 tbsp Knorr Liquid Seasoning, 2 tbsp annato oil, 4 cloves garlic, finely chopped, 1Ω cup chorizo bilbao, slices, 2 pcs tomatoes, chopped, º tbsp ground black pepper, 1 tbsp Knorr Liquid Seasoning",04-May,"Calories: 550, Protein: 35g, Carbs: 15g, Fats: 35g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Pork and Potato Curry Recipe,45,"1 tbsp oil, Ω pc white onion, chopped, Ω kg pork kasim cut into large cubes, 2Ω cups water, Ω pc Knorr Pork Cube, 1Ω tsp curry powder, 2 pcs potatoes, cut into medium diced, 1 (45g) Knorr Ginataang Gulay Recipe Mix, 2 pcs red and green bell peppers, cut into large dice",04-May,"Calories: 400, Protein: 30g, Carbs: 30g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Pork Curry Recipe,45,"3 tbsp olive oil, 1 pc onion, chopped, 2 cloves garlic, chopped, Ω kg liempo, sliced into pieces, Ω cup water, 2 tbsp curry powder, 1 cup evaporated milk, 1 pc bell pepper, diced, 2 pcs potato, cubed, 1 pc carrot, cubed, 4-6 pcs okra, sliced, 1 cup spinach (optional), 1 pc siling labuyo chopped, 2 pcs Knorr Pork Cube",04-May,"Calories: 500, Protein: 35g, Carbs: 40g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Chili Rice with Sausage Bits Recipe,45,"4 tbsp cooking oil, 1 pc onion, chopped, 2 cloves garlic, minced, 1 pc Hungarian sausage, diced, Ω cup tinned chilli con carne, 1 pc Knorr Pork Cube, 4 cups cooked rice, grated cheese for garnish",04-May,"Calories: 450, Protein: 25g, Carbs: 50g, Fats: 15g",Intermediate,"Kids, Teens, Adults, Elders",Appetizer
,Pork Menudo sa Gata Recipe,35,"2 tbsp oil, 1 pc white onion, chopped, 3 cloves garlic, chopped, Ω tsp salt, 2 tbsp soy sauce, º kg pork belly, º kg pork tenderloin, Ω cup pork liver, 1 cup water, Ω pc Knorr Pork Cube, 60 ml tomato sauce, 1Ω cup water, 1 pc potato, small diced, 1 pc carrot, small diced, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, Ω cup pineapple tidbits, 1 pc green/red bell pepper, diced, 3 tbsp cheddar cheese, grated",04-May,"Calories: 400, Protein: 25g, Carbs: 30g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Adobong Gata sa Luyang Dilaw Recipe,40,"3 tbsp oil, 5 cloves garlic, chopped, º cup luyang dilaw, sliced, º kg pork liempo, º kg chicken thigh fillet, Ω cup chicken liver, 2Ω tbsp vinegar, 4Ω cups water, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, 2 pcs finger chilies (green), Ω cup chili leaves",04-May,"Calories: 500, Protein: 35g, Carbs: 25g, Fats: 25g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dish"
,Ginataang Dahon ng Kamoteng Kahoy at Liempo Recipe,35,"º kg pork liempo, pan-grilled and sliced, 1 tsp salt, 3 tbsp oil, 4 cloves garlic, chopped, 2Ω cups water, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, 4 cups kamoteng kahoy leaves",04-May,"Calories: 300, Protein: 20g, Carbs: 20g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Pork Paella sa Gata Recipe,40,"3 tbsp oil, Ω pc white onion, 5 cloves garlic, chopped, º kg pork kasim, medium diced, Ω tsp black pepper, ground, º tsp salt, 1Ω cups rice, 1 pc Knorr Pork Cube, 3 cups water, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, 5 pcs shrimp, 2 pcs boiled egg, sliced for garnish",04-May,"Calories: 450, Protein: 30g, Carbs: 50g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Pork Kilawin sa Gata Recipe,45,"2 tbsp oil, 1 pc red onions, chopped, 4 cloves garlic, chopped, Ω kg pork pigue, medium diced, º kg pork liver, medium diced, º tsp salt, Ω tsp fish sauce, º tsp black pepper, ground, Ω pc Knorr Pork Cube, 1Ω cups water, 2 tbsp vinegar, 1 cup radish, sliced, 1 pack Knorr Complete Recipe Mix Ginataang Gulay, º cup vegetable chicharon",04-May,"Calories: 500, Protein: 35g, Carbs: 20g, Fats: 30g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Monggo Pork ala Con Carne Recipe,35,"2 tbsp oil, Ω pc white onion, chopped, 4 cloves garlic, chopped, º kg ground pork, 3 pcs tomatoes, seeded and chopped, 1Ω pcs Knorr Pork Cubes, 1Ω cups monggo beans, boiled and drained, half cooked, 3 tbsp tomato paste, º tsp paprika, º tsp chilli powder, º tsp cayenne powder, º tsp chili flakes, º tsp salt, º tsp ground black pepper, 2 cups water, 3 tbsp cheddar cheese",04-May,"Calories: 350, Protein: 20g, Carbs: 45g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dish"
,Festive Pork Caldereta,65,"Ω kg pork ribs, 3 cups water, 3 tbsp cooking oil, 4 cloves garlic, minced, 1 pc onion, minced, 2 pcs Spanish chorizo or sausage sliced, 1 can liver spread, 3 pcs laurel leaves, 1 pack (250 g) tomato sauce, 1 pc Knorr Pork Cube, Ω tsp sugar, ground black pepper, to taste, 1 pc medium-sized potato, cut into cubes, 1 pc medium-sized carrot, cut into cubes, 50 g pitted black olives, 1 pc red bell pepper, seeds removed and sliced, 1 pc green bell pepper, seeds removed and sliced",04-May,"Calories: 650, Protein: 45g, Carbs: 35g, Fats: 40g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Sinigang Buko at Manok Recipe,60,"2 pcs onions, quartered, 3 pcs tomatoes, quartered, 2 stalks tanglad, pounded, 1 pc 2-inch ginger, sliced, 4 cups buko juice, 1 cup buko meat, 1 (20 g) pack Knorr Sinigang sa Sampaloc Original Mix, 1 whole chicken cut into 8, 1 cup dahon ng sampalok, Season to taste",5,"Calories: 250, Protein: 30g, Carbs: 15g, Fats: 8g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Hot and Sour Chicken Wings Recipe,35,"1/2 kg Chicken Wings, 1 head garlic, crushed, black peppercorns, crushed, 1 pack Knorr Sinigang sa Sampaloc Mix Original, flour, as needed, 2 pcs. fresh whole eggs, beaten, breadcrumbs as needed, 1 cup butter, melted, Tabasco sauce, to taste, 2 tbsp sesame oil, 1º cup honey, oil for deep-frying, as needed",4,"Calories: 400, Protein: 25g, Carbs: 25g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Nido Misua Delight Recipe,40,"1 cup chicken breast fillet, cut into cubes, 1/2 tsp Knorr Liquid Seasoning, 1 tbsp cooking oil, 3 cloves garlic, finely chopped, 1 pack Knorr Nido Oriental Real Chinese Soup dissolved in 4 cups water, 1 pc fresh egg, beaten, 1 cup misua noodles, spring onions, finely chopped (for garnish)",4,"Calories: 300, Protein: 20g, Carbs: 35g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders","Soup, Pasta/Noodles, Appetizer"
,Roasted Apple Chicken with Cinnamon Glaze Recipe,45,"2 tbsp butter, melted, 2 tbsp honey, pinch ground cinnamon, Ω tsp. lemon zest, 1 tbsp cane vinegar, 1/3 cup apple juice, 2 pcs apples, sliced into wedges, 2-4 pcs chicken breast fillet, 1/2 pc Knorr Chicken Cube, mashed, black pepper, 1 tsp fresh rosemary, chopped, 1 tsp fresh thyme, chopped, olive/canola oil for drizzling",2,"Calories: 450, Protein: 30g, Carbs: 40g, Fats: 18g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Chicken Pepper Stir-Fry Recipe,30,"1 pc. red onion, sliced, 4 cloves garlic, chopped, 1 pc. red bell pepper, sliced, 1 pc. green bell pepper, sliced, 1 kg. chicken breast fillet, cut into cubes, Knorr Liquid Seasoning, to taste, freshly ground black pepper, 2 tbsp. sesame oil, toasted sesame seeds for garnish, 2 tbsp oil",4,"Calories: 350, Protein: 30g, Carbs: 20g, Fats: 12g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Chicken Arroz Caldo Recipe,45,"2 tbsp cooking oil, 1 pc small-sized onion, chopped, 4 cloves garlic, chopped, 2 tbsp ginger, finely chopped, 200 grams cooked chicken breast, shredded, 1/2 cup uncooked Malagkit rice, washed 2x and drained well, 2 pcs Knorr chicken cubes, 4 cups water, 1 pc boiled egg, sliced, 1/4 cup spring onions, chopped, 1/2 cup fried dilis, 1/4 cup thinly shredded dried seaweed sheets",4,"Calories: 400, Protein: 25g, Carbs: 45g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders","Soup,  Appetizer"
,Baked Chicken Sinigang Recipe,55,"1 whole chicken, cut into 8, 40 g (1 pack) Knorr Sinigang sa Sampaloc Mix Original, as needed, ground black pepper, º cup Knorr Liquid Seasoning, 1 pc. lemon, sliced into rounds or wedges, 1 stalk lemongrass, white part pounded, 3 pcs medium-sized potatoes, cut into wedges, seasoned, 3 pcs tomatoes, quartered, seasoned, 2 tbsp fresh oregano, chopped",4,"Calories: 350, Protein: 28g, Carbs: 20g, Fats: 15g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Lemon Chicken Recipe,90,"1 kg. chicken leg and thigh, cut into serving pcs., 2 pcs Knorr Chicken Cubes mashed, 1 cup lemon juice, reserve rind, 1 head garlic, crushed, 1 tbsp lemon zest, 1 tbsp fresh chives, chopped, 2 tbsp sesame oil, 1/4 cup honey, freshly cracked black pepper",4,"Calories: 500, Protein: 35g, Carbs: 30g, Fats: 20g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
,Paella Tinola Recipe,60,"1/2 cup canola oil, 2 pcs medium red onion, chopped, 6 cloves garlic, chopped, 1 3-inch pc. ginger, sliced thinly, 1 kg. whole chicken, cut into serving pcs., 2 tbsp fish sauce, 2 cups rice (dinorado or bomba), 3 cups water or as needed (you may also use rice washing), 2-3 pcs Knorr Chicken Cubes, 1 pc. small green papaya, cut into wedges, 1/2 cup sili or malunggay leaves",4,"Calories: 450, Protein: 30g, Carbs: 60g, Fats: 15g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
,Chicken Lemongrass Skewers Recipe,30,"Ω kg. chicken breast, skin removed cut into serving pcs., 2 pcs. Knorr Chicken Cubes, mashed, Achuete oil (2 tbsp oil with 1 tbsp achuete seeds), as needed, 4 cloves garlic, crushed, Ω tsp ground black pepper, Lemongrass stalks (use the bottom white part, around 5-6 inches in length), 1 pack Knorr Complete Recipe Mix Kare-Kare, 2 cups water, 2 tbsp chopped peanuts",4,"Calories: 300, Protein: 25g, Carbs: 10g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Hainanese Chicken Recipe,75,"1 kg. whole chicken, excess fat trimmed, 1/2 pc ginger, pounded, 3 stalks spring onions, chopped, 2 tbsp rice wine, 3 tbsp light soy sauce, 2 cloves garlic, chopped, 1 tbsp sesame oil, 8 cups water, 3 pcs Knorr Chicken Cubes",4,"Calories: 350, Protein: 28g, Carbs: 15g, Fats: 18g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
,Bringhe Recipe,55,"4 tbsp oil, 2 pcs. onion, chopped, 8 cloves garlic, chopped, 1 kg. chicken, cut into serving pcs., 2 tsp turmeric powder, 3 cups glutinous rice or kaning malagkit, 4 packs Knorr Complete Recipe Mix Ginataang Gulay, 8 cups water, 3 tbsp raisins, 2 pcs. bell peppers, sliced, 3 pcs. hardboiled eggs, sliced",4,"Calories: 500, Protein: 30g, Carbs: 80g, Fats: 12g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
,Chicken Karaage Recipe,35,"Ω kg. chicken breast fillet, cut into 3-inch lengths, 3 tbsp sake or rice wine, 1 tbsp Knorr Liquid Seasoning, 2 tsp garlic, minced, 2 tsp ginger, minced, Ω cup all-purpose flour, Ω cup cassava starch or cornstarch, oil for frying, lemon wedges, to serve, Ω cup Lady's Choice Real Mayonnaise, 1 tbsp Knorr Liquid Seasoning, pinch of cayenne pepper (optional), 2 tbsp butter, 2 tbsp all-purpose flour, 1 cup chicken stock, 1 tbsp Knorr Liquid Seasoning, pinch ground pepper",4,"Calories: 400, Protein: 25g, Carbs: 30g, Fats: 18g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Chicken Mushroom Soup Recipe,30,"1 pack Knorr Cream of Mushroom Soup, 4 cups water, Ω kg. chicken breast fillet, cut into cubes, Ω cup corn kernels, drained, Ω cup carrots, cut into small cubes, 1 pc. red bell pepper, cut into small cubes, 1 pc green bell pepper, cut into small cubes",4,"Calories: 300, Protein: 20g, Carbs: 25g, Fats: 12g",Beginner,"Kids, Teens, Adults, Elders","Soup, Meat Recipe"
,Pinatisang Manok Recipe,45,"Ω kg. chicken breast fillet, cut into large cubes, 1 pc 2-inch, ginger, cut into strips, 2 cups water, 1 pc. Knorr Chicken Cube, 1 tbsp fish sauce, 3 pcs. hardboiled egg, Ω bunch dahon ng sili",4,"Calories: 200, Protein: 30g, Carbs: 5g, Fats: 7g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Grilled Chicken Pesto Recipe,30,"2 pcs. chicken breast fillet, Knorr Liquid Seasoning, as needed, 1 cup prepared pesto sauce, 1 pack Knorr Ginataang Gulay Recipe Mix, 1 cup water, Ω cup cream, ground black pepper",3,"Calories: 350, Protein: 25g, Carbs: 10g, Fats: 25g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Butter Chicken Recipe,35,"1/2 kg boneless, skinless chicken thighs, cut into bite-size pieces, 2 tbsp butter, 1 onion, minced, 1 1/2 tsp cumin (optional), 1 tsp fresh ginger, minced, 1 clove garlic, chopped, 1 can tomato sauce, 2 pcs Knorr Chicken Cube, 1/2 cup water, 1/2 cup all purpose cream or yogurt, 1 cup sliced curly kale (optional)",4,"Calories: 300, Protein: 28g, Carbs: 15g, Fats: 14g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Chicken Rice Balls Recipe,50,"1/2 cup Japanese rice, 1 cup Knorr Chicken stock (water and Ω pc Knorr Chicken Cube), 1 tbsp oil, 1 tbsp white onions, chopped, 1/4 kg ground chicken, 1/2 pc Knorr Chicken Cube, 1/4 cup mozzarella or quickmelt cheese, 1/2 cup all purpose flour, 2 pcs eggs, 1 cup Japanese bread crumbs, 2 cups oil for frying",4,"Calories: 350, Protein: 22g, Carbs: 40g, Fats: 12g",Intermediate,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Sauteed Spicy Chicken Liver Recipe,30,"3 tbsp oil, 8 cloves garlic, finely chopped, Ω kg chicken liver, 2 tbsp Knorr Liquid Seasoning, 1 tbsp oyster sauce, 2 tbsp water, 1 tbsp white sugar, 1-2 pc red chili, sliced, 1 tbsp fried garlic",4,"Calories: 250, Protein: 28g, Carbs: 8g, Fats: 12g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Thai Chicken in Pandan Leaves Recipe,40,"Ω kg chicken breast fillet, cut into quarters, 5-6 coriander roots, chopped, 4 garlic cloves, minced, 1 tbsp peppercorns, crushed, 2 tbsp Knorr Liquid Seasoning, 1 tbsp oyster sauce, 1 tsp sugar, 1 tsp sesame oil, pandan leaf, cut into 5-6 inches strips, vegetable oil for frying, store-bought sweet chili sauce or plum sauce for dipping",4,"Calories: 300, Protein: 25g, Carbs: 10g, Fats: 18g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Chicken Burger Surprise Recipe,30,"750 g ground chicken, 1 pc small onion, diced, 3 cloves garlic, minced, 1 pc raw egg, slightly beaten, ? cup flour, ? cup Knorr Liquid Seasoning, cheddar cheese, amount according to preference",4,"Calories: 400, Protein: 30g, Carbs: 20g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Sukiyaki Recipe,25,"º kg beef loin, sliced thinly, 1 pc red onion, sliced thinly, 1 stalk spring onions, cut into 2-inch lengths, 4 pcs shiitake mushrooms, trimmed, 200 g vermicelli noodles, soaked in hot water then drained, º cup tofu, cut into cubes then browned on a pan or grill, 3 pcs bok choy, sliced, 2 pcs Knorr Beef Cubes, 2 tbsp soy sauce, 1 tbsp sake, 4 tbsp sugar, 2 tbsp mirin",3,"Calories: 350, Protein: 20g, Carbs: 40g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders",Appetizer
,Sinigang na Baka Recipe,210,"Ω kg beef shank, cut into serving pcs., 6 cups rice washing (hugas bigas), 3 pcs onions, quartered, 4 pcs native tomatoes, quartered, 2 pcs long green chili, 1 (20g) pack Knorr Sinigang sa Sampaloc Original Mix, Ω pc radish, sliced into Ω-inch thick rounds, Ω bunch kangkong, sliced into 2-inch lengths",4,"Calories: 300, Protein: 25g, Carbs: 10g, Fats: 18g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
,Corned Beef Sisig Salad Recipe,35,"200 grams corned beef, flaked and drained from liquid, 4 tbsp canola oil, 1 pc onion, chopped, 4 cloves garlic, chopped, Ω cup Lady's Choice Real Mayonnaise, 1 tbsp sesame oil, 1 tbsp Knorr Liquid Seasoning, preferred salad vegetables, sliced",3,"Calories: 350, Protein: 15g, Carbs: 10g, Fats: 30g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer, Vegetable Dish"
,Chap Chae,20,"2 tbsp canola oil, 3 cloves garlic, chopped, 1 pc onion, sliced, 3/4 cup light soy sauce, 4 tbsp sesame oil, 3 tbsp brown sugar, 1-2 pcs Knorr Beef Cubes, mashed, 1/2 cup carrot, cut into strips, 1/2 cup beef loin, cut into strips, 1/2 cup shiitake mushroom, sliced, 300 g sweet potato or mung bean noodles, soaked in hot water until al dente and drained, 1/2 cup spinach leaves, toasted sesame seeds",4,"Calories: 400, Protein: 15g, Carbs: 60g, Fats: 10g",Beginner,"Kids, Teens, Adults, Elders","Appetizer, Pasta/Noodles"
,Nachos Recipe,25,"1-2 tbsp cumin, 1 tbsp cooking oil, 1 pc onion, minced, 1 pc Knorr Beef Cube, mashed, 1 tbsp tomato paste, 1/2 kg lean ground beef, 1-2 packs nacho chips, 1/2 cup grated cheese or cheese sauce, olives, sliced (optional), guacamole (optional), tomato salsa (optional), jalapeno (optional)",4,"Calories: 450, Protein: 25g, Carbs: 45g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders",Appetizer
,Sizzling Pepper Steak Recipe,30,"For the pepper steak: 1 tbsp oil, cooked rice, as needed, 1 tbsp butter, 1/2 kg lean beef, sliced thinly, marinated in 1 pc Knorr Beef Cube, mashed in 2 tbsp oil, 1/2 cup sweet corn kernels, drained from liquid, 1 tbsp spring onions, chopped, freshly cracked black pepper, as needed. For the sauce: 2 tbsp oil, 1/2 pc onion, minced, 4 cloves garlic, minced, 3 tbsp brown sugar or honey, 3 tbsp Knorr Liquid Seasoning, 2 tsp cornstarch, 1/2 cup water",3,"Calories: 500, Protein: 30g, Carbs: 40g, Fats: 25g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Tapsilog Recipe,135,"1 kg lean beef, sliced thinly, (Tip: You may pound the meat for a thinner and more tender result.), 3-4 tbsp cooking oil, 8 cloves garlic, mashed, 2 pcs Knorr Beef Cubes, 2 tbsp brown sugar, 1-2 tbsp vinegar",5,"Calories: 400, Protein: 35g, Carbs: 15g, Fats: 20g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Lao'Ya Recipe,200,"1 kg. beef shank, cut into serving pcs, 2 pcs. Knorr Beef Cube, 2 pcs. onions, quartered, 5 g whole black peppercorns, 6 cups water, 2 pcs. potatoes, quartered, 2 pcs. finger chili, 3 pcs. saba, sliced, º pc. cabbage, sliced",4,"Calories: 300, Protein: 25g, Carbs: 15g, Fats: 15g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Mechado Recipe,195,"2 tbsp oil, Ω kg. beef cut into 2-inch cubes, 2 pc onion, chopped, 3 cloves garlic, chopped, 1 tsp tomato paste, 1 tsp tomato sauce, º tsp black peppercorns, crushed, 1 pc. bay leaf, 4 cups water, 2 pcs. Knorr Beef Cube, 2 pcs. carrots, cut into large cubes, 2 pcs. potatoes, cut into large cubes, soy sauce to taste",4,"Calories: 350, Protein: 28g, Carbs: 15g, Fats: 18g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
,Beef Stroganoff Recipe,30,"Ω kg. beef sirloin, sliced into Ω-inch thick, 1/4 cup Knorr Liquid Seasoning, 2 tbsp oil, 2 tbsp margarine, 1 pc onion, chopped, 4 cloves garlic, chopped, 1 cup button mushrooms, sliced, 1 1/2 cups all purpose cream, 1 pc Knorr Beef Cube, 15 g cornstarch dissolved in 45 ml water",4,"Calories: 400, Protein: 30g, Carbs: 20g, Fats: 25g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Burger with Gravy Recipe,55,"æ kg ground beef, 1 pc egg, º cup all-purpose flour, 1 pc onion, minced, 4 cloves garlic, minced, Öì cup Knorr Liquid Seasoning, 1 tbsp dried basil, 2 tbsps oil, 1 pc onion, minced, 2 cloves garlic, minced, 1 cup all-purpose cream, Ω cup water, 1 tbsp Knorr Liquid Seasoning, 1 pc Knorr Chicken Cube, pepper to taste",4,"Calories: 450, Protein: 35g, Carbs: 20g, Fats: 28g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Corned Beef Nilaga Recipe,30,"2 tbsp cooking oil, 3 cloves garlic, finely chopped, 1 pc onion, coarsely chopped, 2 cans corned beef 150 g, 4 cup water, 2 pcs Knorr beef Cubes, 1/4 tsp black peppercorn, 1/2 cup cabbage, shredded",4,"Calories: 300, Protein: 20g, Carbs: 15g, Fats: 20g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Appetizer"
,Batangas Bulalo with Sotanghon Recipe,200,"1/2 kilogram beef bulalo (beef kenchi with bone), cut into serving pieces, 6 cups water, 1 pc medium onion, halved, 1 stalk leeks, cut into 6-inch lengths, 1 pc laurel leaf, 1 tbsp whole peppercorns, 2 pcs Knorr Beef Broth Cubes, 1 pc large potato, cubed, 1 cup sotanghon soaked in water, 1 bunch pechay",4,"Calories: 400, Protein: 25g, Carbs: 30g, Fats: 20g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
,Beef Nilaga in Tanglad Recipe,105,"1 medium red onion, chopped, 1 tbsp yellow ginger, grated, 2 tbsp Tanglad stems, bruised, oil for saut√©ing, 1/2 kilogram beef, cut into small cubes, 5 cups water, 2 pcs Knorr Beef Cubes, 2 large carrots, sliced, 1/2 head cabbage, chopped, 50 g sotanghon noodles, To taste ground pepper, to taste patis",4,"Calories: 300, Protein: 20g, Carbs: 20g, Fats: 15g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
,Bulalong Biyas ng Baka Recipe,140,"6 cups water, 1/2 kg beef shank, cut into serving pieces, 1/2 cups onion, chopped, 4 pcs Knorr Beef Cube, 2 cups Baguio beans, cut into 1 inch pieces, 1 head pechay, onion leaks, sliced, to taste, black pepper, to taste, patis, to taste",4,"Calories: 350, Protein: 25g, Carbs: 15g, Fats: 20g",Advanced,"Kids, Teens, Adults, Elders","Meat Recipe, Soup"
,Bulgogi Recipe,25,"1/4 kilo sirloin, sukiyaki cut, Knorr Liquid Seasoning, 3 tbsp soy sauce, 1 tbsp bean paste, 1 pack Knorr Beef Cubes, 2 tbsp rice wine, 1 tbsp sesame seeds, 1 tbsp chili sauce, 1 tbsp spring onions, chopped, 1 tsp garlic, minced, 3 tbsp sugar, lettuce, as needed, sesame seeds, for garnish, spring onions, for garnish",2,"Calories: 300, Protein: 20g, Carbs: 15g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Meat Recipe
,Corned Beef Soup Recipe,30,"2 tbsp cooking oil, 3 cloves garlic, finely chopped, 1 pc onion, medium, finely chopped, 2 pcs tomatoes, medium, coarsely chopped, 2 cans corned beef (150g/can), 4 cups water, 2 pcs Knorr Beef Cubes, 3/4 cup cabbage, shredded",4,"Calories: 250, Protein: 15g, Carbs: 10g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Soup, Appetizer"
,Pork and Beef Siomai Recipe,50,"1 1/2 cups ground pork, 1/2 cup ground beef, 1/2 pc onion, minced, 4 tbsp spring onions, chopped, 1/4 cup carrots, minced, 1 pc Knorr Pork Cube, mashed, 3 tbsp sesame oil, 1 pc egg, beaten, 1 pc ground black pepper, 1 tsp five spice powder (optional), wonton wrappers, as needed, chopped spring onions and carrots for topping, For the condiment:, Knorr Liquid Seasoning, chopped siling labuyo or chilli sauce, toasted garlic, calamansi juice",4,"Calories: 350, Protein: 20g, Carbs: 15g, Fats: 25g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Meat Recipe"
,Inihaw na Pusit Recipe,35,"3 pcs red onions, chopped, 3 pcs native tomatoes, chopped, 1 head garlic, chopped, 3 tbsp calamansi juice, bird's eye chili (optional), 2 pcs Knorr Fish Cubes, mashed, ground black pepper, 2 pcs. large squid, cleaned",4,"Calories: 200, Protein: 25g, Carbs: 5g, Fats: 8g",Beginner,"Kids, Teens, Adults, Elders",Seafood Recipe
